Category,Item_Code,Price,Quantity
16,tx,0.06,200
16,tx,0.068,1
16,tx,0.084,97124
16,dr,0.006,342
16,dr,0.007,381
16,dr,0.008,4526
16,dr,0.039,5210
16,dr,0.054,41
16,dr,0.056,15856
16,dr,0.06,208
16,dr,0.067,11116
16,dr,0.071,200
16,dr,0.091,80
16,dr,0.11,21699
16,dr,0.175,346
16,dr,0.177,1
16,dr,0.418,90882
16,pf,0.019,599
16,pf,0.039,5126
16,pf,0.048,21094
16,pf,0.054,36
16,pf,0.056,26786
16,pf,0.058,349
16,pf,0.07,68
16,pf,0.08,200
16,pf,0.098,1
16,pf,0.1,98886
16,ee,0.01,31
16,ee,0.02,200
16,ee,0.066,797
16,ee,0.093,5216
16,ee,0.104,362
16,ee,0.11,15910
16,ee,0.138,11164
16,ee,0.195,40
16,ee,0.2,92778
16,kk,0.018,22051
16,kk,0.019,11164
16,kk,0.023,5216
16,kk,0.026,15910
16,kk,0.036,80
16,kk,0.038,200
16,kk,0.046,64
16,kk,0.051,5586
16,bw,0.011,7494
16,bw,0.024,5192
16,bw,0.031,368
16,bw,0.034,32640
16,bw,0.04,15796
16,bw,0.045,643
16,bw,0.048,25
16,bw,0.051,200
16,bw,0.098,1
16,bw,0.191,298
16,bw,0.502,8007
16,vp,0.006,1067
16,vp,0.034,21668
16,vp,0.035,5216
16,vp,0.054,11168
16,vp,0.059,15874
16,vp,0.116,1
16,vp,0.376,344
16,vp,0.502,5975
16,qf,0.028,5078
16,qf,0.045,10978
16,qf,0.046,21416
16,qf,0.047,15718
16,qf,0.054,17
16,qf,0.066,74
16,qf,0.082,64
16,qf,0.084,97993
16,fu,0.011,9420
16,fu,0.024,5210
16,fu,0.032,48
16,fu,0.034,11110
16,fu,0.04,16056
16,fu,0.064,21666
16,fu,0.115,233
16,fu,0.122,362
16,fu,0.131,80
16,fu,0.136,1
16,fu,0.502,5955
16,mo,0.008,6881
16,mo,0.03,5196
16,mo,0.047,11090
16,mo,0.054,40
16,mo,0.063,15836
16,mo,0.072,64
16,mo,0.08,273
16,mo,0.084,355
16,mo,0.116,1
16,mo,0.132,306
16,mo,0.167,21635
16,mo,0.335,7859
16,nv,0.01,709
16,nv,0.032,363
16,nv,0.035,5216
16,nv,0.04,80
16,nv,0.042,21578
16,nv,0.051,11164
16,nv,0.054,40
16,nv,0.06,16110
16,nv,0.063,64
16,nv,0.078,1
16,nv,0.08,1
16,nv,0.084,6977
16,mc,0.006,557
16,mc,0.054,37
16,mc,0.078,1
16,mc,0.134,21703
16,mc,0.142,5216
16,mc,0.15,344
16,mc,0.151,363
16,mc,0.2,125840
16,an,0.006,704
16,an,0.054,36
16,an,0.08,1
16,an,0.1,5216
16,an,0.111,11164
16,an,0.116,1
16,an,0.126,21703
16,an,0.135,363
16,an,0.148,15910
16,an,0.195,80
16,an,0.2,264
16,an,0.267,92478
16,zr,0.006,650
16,zr,0.014,3109
16,zr,0.054,40
16,zr,0.078,1
16,zr,0.151,11164
16,zr,0.2,15910
16,zr,0.52,5216
16,zr,1.008,21703
16,zr,1.066,335
16,zr,1.08,627
16,zr,1.217,80
16,zr,1.302,98969
16,yl,0.006,626
16,yl,0.02,200
16,yl,0.054,40
16,yl,0.059,363
16,yl,0.071,32864
16,yl,0.094,15910
16,yl,0.156,5216
16,yl,0.196,1
16,yl,0.198,231
16,yl,0.376,144
16,yl,0.502,95951
16,qq,0.006,1065
16,qq,0.008,7281
16,qq,0.054,20
16,qq,0.06,80
16,qq,0.064,11164
16,qq,0.067,21703
16,qq,0.068,1
16,qq,0.08,1
16,qq,0.084,15910
16,qq,0.142,5216
16,qq,0.365,376
16,qq,0.376,264
16,qq,0.502,100293
16,ka,0.006,510
16,ka,0.059,21703
16,ka,0.17,5216
16,ka,0.185,637
16,ka,0.215,11164
16,ka,0.287,15910
16,ka,0.376,707
16,ka,0.502,91092
16,wc,0.014,7281
16,wc,0.054,40
16,wc,0.07,5216
16,wc,0.089,15910
16,wc,0.1,21703
16,wc,0.104,363
16,wc,0.111,11164
16,wc,0.116,1
16,wc,0.151,344
16,wc,0.2,100075
16,ab,0.116,1
16,ab,0.16,5216
16,ab,0.19,80
16,ab,0.196,40
16,ab,0.199,363
16,ab,0.21,21683
16,ab,0.254,11164
16,ab,0.26,264
16,ab,0.322,15910
16,ab,0.346,92665
16,rr,0.02,200
16,rr,0.024,5210
16,rr,0.026,21680
16,rr,0.027,47
16,rr,0.03,70
16,rr,0.032,347
16,rr,0.034,11116
16,rr,0.04,15862
16,rr,0.043,666
16,rr,0.051,5852
16,cw,0.018,4882
16,cw,0.026,362
16,cw,0.028,10788
16,cw,0.031,200
16,cw,0.038,15534
16,cw,0.05,21581
16,cw,0.052,80
16,cw,0.054,39
16,cw,0.075,40
16,cw,0.1,99458
16,ex,0.006,606
16,ex,0.007,290
16,ex,0.008,8043
16,ex,0.02,70
16,ex,0.023,5204
16,ex,0.036,11116
16,ex,0.038,21703
16,ex,0.047,15862
16,ex,0.054,20
16,ex,0.075,63
16,ex,0.08,200
16,ex,0.084,5613
16,xr,0.006,706
16,xr,0.011,80
16,xr,0.054,40
16,xr,0.063,21703
16,xr,0.066,5216
16,xr,0.068,362
16,xr,0.076,27002
16,xr,0.1,264
16,xr,0.116,1
16,xr,0.134,96514
16,ni,0.006,627
16,ni,0.054,40
16,ni,0.132,5216
16,ni,0.2,21702
16,ni,0.21,11164
16,ni,0.215,707
16,ni,0.279,15910
16,ni,0.287,91348
16,qi,0.068,5416
16,qi,0.096,40
16,qi,0.107,11164
16,qi,0.11,21703
16,qi,0.118,363
16,qi,0.143,15910
16,qi,0.199,144
16,qi,0.264,98952
16,zo,0.142,5216
16,zo,0.187,40
16,zo,0.2,21703
16,zo,0.215,707
16,zo,0.224,11164
16,zo,0.287,109930
16,xs,0.02,80
16,xs,0.024,5216
16,xs,0.038,11164
16,xs,0.04,15910
16,xs,0.046,360
16,xs,0.051,21703
16,xs,0.054,40
16,xs,0.075,200
16,xs,0.091,64
16,xs,0.1,99429
16,cn,0.011,6521
16,cn,0.018,810
16,cn,0.024,5096
16,cn,0.035,356
16,cn,0.036,20
16,cn,0.038,10858
16,cn,0.04,270
16,cn,0.051,15598
16,cn,0.054,20
16,cn,0.075,21098
16,cn,0.134,5776
16,df,0.011,6753
16,df,0.024,5216
16,df,0.031,363
16,df,0.034,11128
16,df,0.038,21701
16,df,0.04,15874
16,df,0.054,40
16,df,0.08,200
16,df,0.12,369
16,df,0.196,1
16,df,0.376,64
16,df,0.379,80
16,df,0.502,5327
16,dp,0.006,744
16,dp,0.008,7604
16,dp,0.011,624
16,dp,0.012,43406
16,dp,0.02,80
16,dp,0.024,124238
16,gp,0.048,282
16,gp,0.054,1
16,gp,0.078,1182
16,gp,0.103,1260
16,gp,0.124,9236
16,gp,0.134,17061
16,gp,0.255,300
16,gp,0.395,2
16,gp,0.418,474
16,gq,0.006,767
16,gq,0.008,7854
16,gq,0.024,5216
16,gq,0.031,363
16,gq,0.034,11164
16,gq,0.043,15910
16,gq,0.054,40
16,gq,0.083,64
16,gq,0.11,96228
16,ot,0.091,163
16,ot,0.1,21591
16,ot,0.118,57
16,ot,0.126,5204
16,ot,0.2,11116
16,ot,0.266,15856
16,ot,0.596,80
16,ot,0.618,6798
16,tf,0.031,5216
16,tf,0.043,363
16,tf,0.048,11164
16,tf,0.054,40
16,tf,0.066,15910
16,tf,0.114,21699
16,tf,0.118,73
16,tf,0.188,344
16,tf,0.251,5477
16,bl,0.006,676
16,bl,0.01,7776
16,bl,0.036,5214
16,bl,0.038,361
16,bl,0.042,21691
16,bl,0.043,15902
16,bl,0.054,40
16,bl,0.058,11156
16,bl,0.116,1
16,bl,0.366,80
16,bl,0.376,264
16,bl,0.502,98026
16,fx,0.04,5216
16,fx,0.054,20
16,fx,0.064,32867
16,fx,0.07,363
16,fx,0.086,15910
16,fx,0.098,80
16,fx,0.1,64
16,fx,0.131,200
16,fx,0.134,99220
16,zh,0.006,650
16,zh,0.008,7584
16,zh,0.01,350
16,zh,0.019,64
16,zh,0.02,200
16,zh,0.023,21703
16,zh,0.024,5216
16,zh,0.034,11128
16,zh,0.038,80
16,zh,0.04,15874
16,zh,0.051,95533
16,lt,0.038,5216
16,lt,0.042,21659
16,lt,0.046,363
16,lt,0.054,40
16,lt,0.059,11164
16,lt,0.062,80
16,lt,0.063,264
16,lt,0.078,15910
16,lt,0.084,91330
16,py,0.106,5216
16,py,0.138,40
16,py,0.14,200
16,py,0.151,21703
16,py,0.162,363
16,py,0.167,11164
16,py,0.222,15910
16,py,0.228,80
16,py,0.239,64
16,py,0.318,91455
16,ul,0.011,7223
16,ul,0.051,200
16,ul,0.054,24
16,ul,0.067,1
16,ul,0.071,5216
16,ul,0.084,15862
16,ul,0.094,1
16,ul,0.112,11122
16,ul,0.118,359
16,ul,0.13,21703
16,ul,0.188,144
16,ul,0.251,92008
16,mj,0.006,612
16,mj,0.03,363
16,mj,0.032,26856
16,mj,0.051,11164
16,mj,0.054,40
16,mj,0.063,343
16,mj,0.067,15910
16,mj,0.068,1
16,mj,0.08,1
16,mj,0.084,94200
16,rc,0.014,3109
16,rc,0.054,40
16,rc,0.098,1
16,rc,0.111,5216
16,rc,0.116,21703
16,rc,0.175,11164
16,rc,0.188,707
16,rc,0.234,15910
16,rc,0.251,95699
16,wg,0.006,637
16,wg,0.039,5216
16,wg,0.042,21703
16,wg,0.046,363
16,wg,0.054,40
16,wg,0.062,11164
16,wg,0.063,144
16,wg,0.082,15910
16,wg,0.084,100910
16,oz,0.047,5216
16,oz,0.054,41
16,oz,0.067,21703
16,oz,0.072,363
16,oz,0.074,11164
16,oz,0.099,15910
16,oz,0.1,344
16,oz,0.134,99168
16,gt,0.05,5216
16,gt,0.054,31
16,gt,0.058,363
16,gt,0.059,80
16,gt,0.064,21703
16,gt,0.074,557
16,gt,0.078,11164
16,gt,0.104,15910
16,gt,0.108,64
16,gt,0.116,1
16,gt,0.131,200
16,gt,0.134,100826
16,xx,0.006,659
16,xx,0.018,21703
16,xx,0.022,363
16,xx,0.038,5560
16,xx,0.051,119804
16,et,0.006,604
16,et,0.031,5216
16,et,0.034,21703
16,et,0.035,363
16,et,0.047,15910
16,et,0.05,11164
16,et,0.054,28
16,et,0.058,80
16,et,0.059,200
16,et,0.071,64
16,et,0.079,5550
16,yi,0.027,3109
16,yi,0.054,40
16,yi,0.076,5216
16,yi,0.1,21703
16,yi,0.12,11128
16,yi,0.147,80
16,yi,0.151,627
16,yi,0.162,15874
16,yi,0.2,100281
16,acz,0.019,82
16,acz,0.027,41
16,acz,0.03,5804
16,acz,0.031,200
16,acz,0.035,46
16,acz,0.04,10538
16,acz,0.054,21241
16,acz,0.06,565
16,acz,0.16,302
16,acz,0.206,38
16,acz,0.21,6101
16,zs,0.019,61
16,zs,0.02,665
16,zs,0.051,279
16,zs,0.054,37
16,zs,0.076,21660
16,zs,0.078,363
16,zs,0.086,27074
16,zs,0.104,5216
16,zs,0.151,5892
16,gr,0.039,3936
16,gr,0.048,9678
16,gr,0.054,20
16,gr,0.063,14424
16,gr,0.07,155
16,gr,0.1,28
16,gr,0.114,64
16,gr,0.131,200
16,gr,0.134,5606
16,xy,0.014,7278
16,xy,0.054,40
16,xy,0.083,5216
16,xy,0.099,15910
16,xy,0.1,200
16,xy,0.123,11164
16,xy,0.146,21703
16,xy,0.159,363
16,xy,0.16,80
16,xy,0.251,64
16,xy,0.335,97116
16,pu,0.006,657
16,pu,0.01,3109
16,pu,0.04,5216
16,pu,0.043,363
16,pu,0.048,21703
16,pu,0.054,40
16,pu,0.064,11164
16,pu,0.075,344
16,pu,0.086,15910
16,pu,0.1,98461
16,ys,0.06,200
16,ys,0.062,5216
16,ys,0.08,40
16,ys,0.091,21703
16,ys,0.098,11164
16,ys,0.099,363
16,ys,0.13,15910
16,ys,0.138,144
16,ys,0.185,113
16,iq,0.019,21703
16,iq,0.024,363
16,iq,0.038,144
16,iq,0.048,5216
16,iq,0.051,126210
16,iy,0.07,40
16,iy,0.083,21703
16,iy,0.09,363
16,iy,0.167,27
16,iy,0.2,344
16,iy,0.267,97039
16,ja,0.024,3109
16,ja,0.051,80
16,ja,0.054,5256
16,ja,0.086,11527
16,ja,0.095,21703
16,ja,0.108,15910
16,ja,0.151,264
16,ja,0.2,99297
16,jh,0.054,20
16,jh,0.055,5216
16,jh,0.063,21703
16,jh,0.07,363
16,jh,0.087,11164
16,jh,0.1,344
16,jh,0.116,15910
16,jh,0.134,97286
16,rt,0.016,7603
16,rt,0.043,5216
16,rt,0.05,21703
16,rt,0.054,403
16,rt,0.068,11128
16,rt,0.075,344
16,rt,0.091,15874
16,rt,0.1,95710
16,agk,0.014,7551
16,agk,0.027,5216
16,agk,0.036,56
16,agk,0.04,11208
16,agk,0.046,15874
16,agk,0.054,38
16,agk,0.071,200
16,agk,0.09,351
16,agk,0.118,96345
16,kw,0.006,790
16,kw,0.014,5216
16,kw,0.019,21703
16,kw,0.022,11491
16,kw,0.03,15874
16,kw,0.038,280
16,kw,0.046,64
16,kw,0.051,95498
16,lw,0.071,5216
16,lw,0.11,40
16,lw,0.112,11164
16,lw,0.123,21703
16,lw,0.135,363
16,lw,0.15,15910
16,lw,0.188,344
16,lw,0.251,200
16,mv,0.011,7278
16,mv,0.024,5579
16,mv,0.034,11164
16,mv,0.04,15910
16,mv,0.054,40
16,mv,0.058,21703
16,mv,0.062,144
16,mv,0.08,200
16,mv,0.082,91525
16,ns,0.006,826
16,ns,0.012,7259
16,ns,0.054,37
16,ns,0.058,363
16,ns,0.063,21703
16,ns,0.082,5216
16,ns,0.1,344
16,ns,0.128,11128
16,ns,0.134,110144
16,gj,0.027,3025
16,gj,0.054,40
16,gj,0.062,5216
16,gj,0.063,21703
16,gj,0.07,363
16,gj,0.071,200
16,gj,0.098,11164
16,gj,0.1,144
16,gj,0.131,15910
16,gj,0.134,91228
16,xv,0.054,20
16,xv,0.055,5216
16,xv,0.063,21703
16,xv,0.07,363
16,xv,0.087,11164
16,xv,0.1,344
16,xv,0.115,15910
16,xv,0.134,93206
16,yg,0.054,40
16,yg,0.06,363
16,yg,0.062,5216
16,yg,0.066,21703
16,yg,0.096,11164
16,yg,0.1,344
16,yg,0.128,15910
16,yg,0.134,90416
16,il,0.016,21703
16,il,0.018,363
16,il,0.026,344
16,il,0.03,5216
16,il,0.034,122636
16,gm,0.046,331
16,gm,0.051,26918
16,gm,0.054,40
16,gm,0.079,11164
16,gm,0.086,80
16,gm,0.089,64
16,gm,0.106,15910
16,gm,0.118,643
16,dl,0.006,729
16,dl,0.008,3109
16,dl,0.054,39
16,dl,0.078,1
16,dl,0.1,5216
16,dl,0.158,11164
16,dl,0.174,363
16,dl,0.181,21703
16,dl,0.21,15910
16,dl,0.294,344
16,dl,0.392,99115
16,ads,0.006,21914
16,ads,0.012,280
16,ads,0.016,5216
16,ads,0.018,11128
16,ads,1,64
16,ads,1.008,15874
16,ads,1.25,227
16,bx,0.035,5216
16,bx,0.054,21742
16,bx,0.056,11164
16,bx,0.074,15910
16,bx,0.075,627
16,bx,0.089,80
16,bx,0.1,97693
16,li,0.006,360
16,li,0.008,4290
16,li,0.01,63
16,li,0.011,80
16,li,0.032,5216
16,li,0.036,857
16,li,0.038,21699
16,li,0.051,11328
16,li,0.054,20
16,li,0.067,22235
16,abq,0.011,548
16,abq,0.02,200
16,abq,0.022,21702
16,abq,0.024,5216
16,abq,0.03,80
16,abq,0.031,361
16,abq,0.034,11164
16,abq,0.038,64
16,abq,0.04,15910
16,abq,0.051,5823
16,xc,0.254,5216
16,xc,0.399,11164
16,xc,0.406,363
16,xc,0.438,40
16,xc,0.451,21703
16,xc,0.532,15910
16,xc,0.627,344
16,xc,0.835,185
16,ach,0.004,32062
16,ach,0.031,707
16,ach,0.04,49
16,xg,0.275,5216
16,xg,0.435,11164
16,xg,0.439,363
16,xg,0.475,40
16,xg,0.488,21703
16,xg,0.58,15910
16,xg,0.627,344
16,xg,0.835,203
16,ada,0.007,881
16,ada,0.008,90258
16,ada,0.015,5204
16,ada,0.024,11110
16,ada,0.028,16205
16,ada,0.051,95003
16,adc,0.01,8217
16,adc,0.023,5216
16,adc,0.026,11164
16,adc,0.031,80
16,adc,0.035,37976
16,adc,0.051,264
16,adc,0.054,40
16,adc,0.067,335
16,yr,0.051,5216
16,yr,0.08,11204
16,yr,0.083,363
16,yr,0.091,21703
16,yr,0.107,15910
16,yr,0.114,344
16,yr,0.151,93652
16,zb,0.006,582
16,zb,0.011,7588
16,zb,0.05,5216
16,zb,0.054,20
16,zb,0.07,362
16,zb,0.075,21655
16,zb,0.079,11128
16,zb,0.08,15874
16,zb,0.1,80
16,zb,0.134,6088
16,afz,0.011,80
16,afz,0.02,200
16,afz,0.024,5216
16,afz,0.028,363
16,afz,0.034,11128
16,afz,0.04,15874
16,afz,0.054,38
16,afz,0.06,64
16,afz,0.067,5510
16,ze,0.074,5216
16,ze,0.08,40
16,ze,0.083,363
16,ze,0.091,21703
16,ze,0.114,344
16,ze,0.118,11128
16,ze,0.151,111330
16,agd,0.011,28
16,agd,0.024,8527
16,agd,0.038,80
16,agd,0.039,5210
16,agd,0.043,363
16,agd,0.047,11122
16,agd,0.048,15868
16,agd,0.051,200
16,agd,0.054,20
16,agd,0.063,21703
16,agd,0.118,92520
16,uv,0.043,5216
16,uv,0.054,40
16,uv,0.058,350
16,uv,0.063,21703
16,uv,0.068,11164
16,uv,0.091,15910
16,uv,0.1,344
16,uv,0.134,422
16,ep,0.008,7865
16,ep,0.012,64
16,ep,0.022,362
16,ep,0.028,21700
16,ep,0.03,5216
16,ep,0.031,200
16,ep,0.038,80
16,ep,0.042,11164
16,ep,0.051,107841
16,ajj,0.015,58
16,ajj,0.018,8386
16,ajj,0.031,278
16,ajj,0.032,5210
16,ajj,0.038,357
16,ajj,0.042,11116
16,ajj,0.054,40
16,ajj,0.055,15862
16,ajj,0.071,21702
16,ajj,0.134,96447
16,ajm,0.014,5216
16,ajm,0.015,363
16,ajm,0.016,11158
16,ajm,0.022,15904
16,ajm,0.028,21691
16,ajm,0.051,280
16,ajm,0.054,40
16,ajm,0.067,206
16,ajn,0.008,8357
16,ajn,0.022,5216
16,ajn,0.028,21670
16,ajn,0.031,347
16,ajn,0.034,11128
16,ajn,0.038,15874
16,ajn,0.05,80
16,ajn,0.051,264
16,ajn,0.054,38
16,ajn,0.067,98223
16,zp,0.006,756
16,zp,0.014,35
16,zp,0.04,7173
16,zp,0.054,40
16,zp,0.067,5216
16,zp,0.071,80
16,zp,0.076,363
16,zp,0.078,21703
16,zp,0.106,11164
16,zp,0.111,200
16,zp,0.14,15910
16,zp,0.151,97175
16,aap,0.043,5216
16,aap,0.058,37
16,aap,0.064,363
16,aap,0.068,11164
16,aap,0.071,21703
16,aap,0.091,15910
16,aap,0.1,344
16,aap,0.134,73
16,aaq,0.006,658
16,aaq,0.042,363
16,aaq,0.043,21703
16,aaq,0.047,5216
16,aaq,0.054,40
16,aaq,0.063,144
16,aaq,0.074,11164
16,aaq,0.084,22764
16,aar,0.043,5216
16,aar,0.058,37
16,aar,0.068,11128
16,aar,0.07,363
16,aar,0.071,21703
16,aar,0.091,15874
16,aar,0.1,344
16,aar,0.134,72
16,aau,0.058,40
16,aau,0.064,363
16,aau,0.066,5216
16,aau,0.071,21703
16,aau,0.1,343
16,aau,0.103,11164
16,aau,0.134,16117
16,abe,0.006,617
16,abe,0.02,8934
16,abe,0.047,5216
16,abe,0.051,200
16,abe,0.054,39
16,abe,0.056,22065
16,abe,0.067,11128
16,abe,0.08,15874
16,abe,0.087,80
16,abe,0.089,64
16,abe,0.118,96068
16,abi,0.027,5210
16,abi,0.042,11517
16,abi,0.043,21703
16,abi,0.054,40
16,abi,0.056,15904
16,abi,0.063,264
16,abi,0.07,80
16,abi,0.084,98033
16,abz,0.004,32587
16,abz,0.127,40
16,abz,0.14,21703
16,abz,0.151,280
16,abz,0.2,97274
16,acy,0.018,5216
16,acy,0.02,200
16,acy,0.028,33194
16,acy,0.038,16018
16,acy,0.051,92
16,afy,0.018,5216
16,afy,0.026,363
16,afy,0.028,32867
16,afy,0.038,16254
16,afy,0.051,5181
16,agg,0.01,64
16,agg,0.011,7852
16,agg,0.048,80
16,agg,0.054,40
16,agg,0.056,22064
16,agg,0.07,15910
16,agg,0.075,5216
16,agg,0.089,200
16,agg,0.118,108922
16,ags,0.018,5216
16,ags,0.028,33230
16,ags,0.038,16238
16,ags,0.051,117
16,alm,0.015,363
16,alm,0.016,16332
16,alm,0.02,15862
16,alm,0.028,21693
16,alm,0.05,80
16,alm,0.059,5677
16,als,0.008,8215
16,als,0.022,348
16,als,0.023,5210
16,als,0.024,10936
16,als,0.027,60
16,als,0.028,21667
16,als,0.031,15882
16,als,0.054,40
16,als,0.067,5559
16,akd,0.012,5216
16,akd,0.018,11490
16,akd,0.023,15874
16,akd,0.028,21703
16,akd,0.031,200
16,akd,0.038,80
16,akd,0.046,64
16,akd,0.051,95948
16,ako,0.043,5216
16,ako,0.058,40
16,ako,0.067,80
16,ako,0.068,11164
16,ako,0.07,363
16,ako,0.071,21903
16,ako,0.091,15910
16,ako,0.134,93641
16,akr,0.035,5216
16,akr,0.054,11184
16,akr,0.056,22063
16,akr,0.058,80
16,akr,0.072,15910
16,akr,0.075,200
16,akr,0.1,93792
16,ama,0.012,8391
16,ama,0.039,5216
16,ama,0.054,40
16,ama,0.062,11164
16,ama,0.063,22066
16,ama,0.079,15910
16,ama,0.086,80
16,ama,0.089,200
16,ama,0.118,5383
16,amb,0.011,182
16,amb,0.023,59
16,amb,0.026,5114
16,amb,0.039,10972
16,amb,0.04,254
16,amb,0.052,15712
16,amb,0.054,39
16,amb,0.071,21703
16,amb,0.134,91028
16,ho,0.006,669
16,ho,0.026,5216
16,ho,0.039,11164
16,ho,0.051,15910
16,ho,0.054,40
16,ho,0.07,363
16,ho,0.071,21696
16,ho,0.099,80
16,ho,0.1,264
16,ho,0.134,100186
16,bk,0.007,704
16,bk,0.008,59065
16,aaz,0.03,5216
16,aaz,0.047,11128
16,aaz,0.063,15874
16,aaz,0.087,80
16,aaz,0.089,264
16,aaz,0.104,40
16,aaz,0.107,363
16,aaz,0.118,22188
16,abk,0.007,5579
16,abk,0.008,3770
16,abk,0.01,11128
16,abk,0.011,280
16,abk,0.012,64
16,abk,0.014,15874
16,abk,0.018,27334
16,acm,0.014,8536
16,acm,0.045,5216
16,acm,0.047,361
16,acm,0.054,40
16,acm,0.056,11116
16,acm,0.066,64
16,acm,0.071,15862
16,acm,0.075,200
16,acm,0.095,80
16,acm,0.1,26940
16,ahb,0.006,725
16,ahb,0.03,5192
16,ahb,0.034,63
16,ahb,0.038,11092
16,ahb,0.04,280
16,ahb,0.047,362
16,ahb,0.054,40
16,ahb,0.064,15832
16,ahb,0.1,117107
16,aeu,0.01,64
16,aeu,0.011,77
16,aeu,0.026,362
16,aeu,0.028,16344
16,aeu,0.031,200
16,aeu,0.038,15874
16,aeu,0.054,20
16,aeu,0.084,22159
16,gx,0.024,3903
16,gx,0.051,363
16,gx,0.054,40
16,gx,0.075,144
16,gx,0.095,5216
16,gx,0.1,142453
16,aez,0.028,5190
16,aez,0.031,200
16,aez,0.042,349
16,aez,0.046,11102
16,aez,0.054,37
16,aez,0.056,15848
16,aez,0.066,64
16,aez,0.071,80
16,aez,0.1,22533
16,ti,0.01,7269
16,ti,0.032,5216
16,ti,0.035,63
16,ti,0.04,15910
16,ti,0.051,11164
16,ti,0.054,39
16,ti,0.056,363
16,ti,0.1,280
16,ti,0.134,121931
16,aiq,0.018,5214
16,aiq,0.02,350
16,aiq,0.022,11164
16,aiq,0.03,15910
16,aiq,0.087,80
16,aiq,0.089,264
16,aiq,0.104,40
16,aiq,0.118,300
16,ait,0.019,5216
16,ait,0.027,362
16,ait,0.03,11158
16,ait,0.04,15904
16,ait,0.054,40
16,ait,0.089,280
16,ait,0.118,22208
16,bo,0.01,312
16,bo,0.051,200
16,bo,0.093,5216
16,bo,0.12,27074
16,bo,0.188,16
16,bo,0.198,80
16,bo,0.2,119142
16,uf,0.006,586
16,uf,0.011,80
16,uf,0.031,362
16,uf,0.034,11128
16,uf,0.036,5216
16,uf,0.043,15874
16,uf,0.054,37
16,uf,0.066,64
16,uf,0.08,200
16,uf,0.106,121552
16,brh,0.011,80
16,brh,0.087,40
16,brh,0.1,32290
16,brh,0.126,563
16,brh,0.167,184
16,blr,0.02,272
16,blr,0.024,7
16,blr,0.026,4796
16,blr,0.027,10576
16,blr,0.032,182
16,blr,0.035,14596
16,blr,0.084,1370
16,awq,0.007,363
16,awq,0.008,11122
16,awq,0.01,15868
16,awq,0.011,5210
16,awq,0.054,40
16,awq,0.063,200
16,awq,0.08,80
16,awq,0.084,398
16,do,0.011,8145
16,do,0.036,37
16,do,0.051,52
16,do,0.054,20
16,do,0.091,200
16,do,0.095,27002
16,do,0.098,5216
16,do,0.167,27730
16,tv,0.016,7598
16,tv,0.03,5216
16,tv,0.04,200
16,tv,0.047,11164
16,tv,0.054,40
16,tv,0.062,15910
16,tv,0.063,143
16,tv,0.076,363
16,tv,0.084,21989
16,alv,0.031,5216
16,alv,0.048,11164
16,alv,0.063,344
16,alv,0.064,15910
16,alv,0.076,362
16,alv,0.084,21819
16,lc,0.015,5382
16,lc,0.054,40
16,lc,0.107,5216
16,lc,0.126,344
16,lc,0.151,363
16,lc,0.167,143040
16,fz,0.006,706
16,fz,0.02,7278
16,fz,0.047,362
16,fz,0.054,20
16,fz,0.075,80
16,fz,0.091,63
16,fz,0.095,5216
16,fz,0.1,150152
16,aiz,0.034,5216
16,aiz,0.042,15868
16,aiz,0.046,360
16,aiz,0.051,280
16,aiz,0.054,11122
16,aiz,0.089,64
16,aiz,0.104,39
16,aiz,0.118,119012
16,agl,0.011,8170
16,agl,0.03,5216
16,agl,0.047,11164
16,agl,0.054,40
16,agl,0.063,15910
16,agl,0.075,344
16,agl,0.091,363
16,agl,0.1,115235
16,qx,0.014,5216
16,qx,0.022,11128
16,qx,0.03,15874
16,qx,0.038,344
16,qx,0.046,363
16,qx,0.051,120977
16,my,0.038,344
16,my,0.042,363
16,my,0.048,5216
16,my,0.051,141632
16,aln,0.03,5216
16,aln,0.047,11164
16,aln,0.063,15910
16,aln,0.089,280
16,aln,0.104,40
16,aln,0.107,363
16,aln,0.118,21779
16,tu,0.006,723
16,tu,0.019,7593
16,tu,0.046,5216
16,tu,0.054,40
16,tu,0.072,11164
16,tu,0.075,342
16,tu,0.091,363
16,tu,0.096,15910
16,tu,0.1,27797
16,ane,0.018,5186
16,ane,0.019,356
16,ane,0.02,15844
16,ane,0.028,11098
16,ane,0.063,263
16,ane,0.08,80
16,ane,0.084,22255
16,oe,0.104,5216
16,oe,0.159,363
16,oe,0.164,11164
16,oe,0.219,15910
16,oe,0.236,40
16,oe,0.251,344
16,oe,0.335,115912
16,aav,0.006,813
16,aav,0.015,8920
16,aav,0.042,5204
16,aav,0.046,360
16,aav,0.051,15862
16,aav,0.054,40
16,aav,0.064,11116
16,aav,0.1,344
16,aav,0.134,97220
16,afn,0.027,5216
16,afn,0.035,363
16,afn,0.039,15910
16,afn,0.042,11164
16,afn,0.054,39
16,afn,0.075,263
16,afn,0.1,425
16,ahx,0.014,7129
16,ahx,0.04,5216
16,ahx,0.054,40
16,ahx,0.063,11164
16,ahx,0.08,15910
16,ahx,0.089,707
16,ahx,0.118,450
16,ox,0.04,5216
16,ox,0.064,11164
16,ox,0.086,15910
16,ox,0.1,706
16,ox,0.12,40
16,ox,0.134,98
16,aft,0.006,652
16,aft,0.043,5216
16,aft,0.054,40
16,aft,0.068,11164
16,aft,0.091,15910
16,aft,0.1,280
